Creation Time: 2022_1_23-12-5-4
12-5-4 | [INFO] SafeZoneCore - Started !
12-50-11 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: MassNBCpantsYellow - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 80 - Position: -1 - TradeMode:Sell
12-50-11 | [INFO] Transaction Sell Succeeded:MaToS product:MassNBCpantsYellow quantity:0 health:0 price:80
12-50-19 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: ChernarusSportShirt - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 60 - Position: 424 - TradeMode:Sell
12-50-19 | [INFO] Transaction Sell Succeeded:MaToS product:ChernarusSportShirt quantity:0 health:0 price:60
12-50-24 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: Massurbancamom65 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 184 - TradeMode:Sell
12-50-24 | [INFO] Transaction Sell Succeeded:MaToS product:Massurbancamom65 quantity:0 health:0 price:200
12-50-29 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: PoliceVest - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 120 - Position: 86 - TradeMode:Sell
12-50-29 | [INFO] Transaction Sell Succeeded:MaToS product:PoliceVest quantity:0 health:0 price:120
12-50-36 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: jaakari_black_mung - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 592 - Position: 112 - TradeMode:Sell
12-50-36 | [INFO] Transaction Sell Succeeded:MaToS product:jaakari_black_mung quantity:0 health:0 price:592
12-50-47 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_122592510.json
12-51-8 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: KobraOptic - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 44 - TradeMode:Sell
12-51-8 | [INFO] Transaction Sell Succeeded:MaToS product:KobraOptic quantity:0 health:0 price:160
12-51-24 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: M18SmokeGrenade_White - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 326 - TradeMode:Sell
12-51-24 | [INFO] Transaction Sell Succeeded:MaToS product:M18SmokeGrenade_White quantity:0 health:0 price:160
12-51-27 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: M18SmokeGrenade_Purple - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 404 - TradeMode:Sell
12-51-27 | [INFO] Transaction Sell Succeeded:MaToS product:M18SmokeGrenade_Purple quantity:0 health:0 price:160
12-51-30 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: FlashGrenade - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 219 - TradeMode:Sell
12-51-30 | [INFO] Transaction Sell Succeeded:MaToS product:FlashGrenade quantity:0 health:0 price:160
15-33-34 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_122592510.json
15-33-49 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: Massczech - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 672 - Position: 322 - TradeMode:Sell
15-33-49 | [INFO] Transaction Sell Succeeded:MaToS product:Massczech quantity:0 health:0 price:672
15-33-54 | [INFO] TraderID: 3 - Customer: MaToS - ClassName: MassPlateCarrierPouches_Winter - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 102 - TradeMode:Sell
15-33-54 | [INFO] Transaction Sell Succeeded:MaToS product:MassPlateCarrierPouches_Winter quantity:0 health:0 price:240
15-34-34 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_122592510.json
15-34-42 | [INFO] TraderID: 2 - Customer: MaToS - ClassName: Flashlight - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 64 - Position: 7 - TradeMode:Sell
15-34-42 | [INFO] Transaction Sell Succeeded:MaToS product:Flashlight quantity:0 health:0 price:64
15-34-45 | [INFO] TraderID: 2 - Customer: MaToS - ClassName: Flashlight - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 64 - Position: 7 - TradeMode:Sell
15-34-45 | [INFO] Transaction Sell Succeeded:MaToS product:Flashlight quantity:0 health:0 price:64
15-34-47 | [INFO] TraderID: 2 - Customer: MaToS - ClassName: Flashlight - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 64 - Position: 7 - TradeMode:Sell
15-34-47 | [INFO] Transaction Sell Succeeded:MaToS product:Flashlight quantity:0 health:0 price:64
15-35-17 | [INFO] TraderID: 2 - Customer: MaToS - ClassName: PetrolLighter - Quantity: 20 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 0 - TradeMode:Buy
15-35-17 | [INFO] Transaction Buy Succeeded:MaToS product:PetrolLighter quantity:20 health:0 price:100
15-35-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_122592510.json
15-36-16 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Mass1P69 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 3520 - Position: 534 - TradeMode:Sell
15-36-16 | [INFO] Transaction Sell Succeeded:MaToS product:Mass1P69 quantity:0 health:0 price:3520
15-36-28 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-28 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-31 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-31 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-34 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-34 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-37 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-37 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-40 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-40 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-43 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-44 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-46 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-46 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-49 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-49 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-36-52 | [INFO] TraderID: 1 - Customer: MaToS - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 467 - TradeMode:Buy
15-36-52 | [INFO] Transaction Buy Succeeded:MaToS product:Ammo_556x45 quantity:400 health:0 price:80
15-44-22 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_122592510.json
15-44-28 | [INFO] TraderID: 2 - Customer: MaToS - ClassName: PowerGenerator - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1600 - Position: -1 - TradeMode:Sell
15-44-28 | [INFO] Transaction Sell Succeeded:MaToS product:PowerGenerator quantity:0 health:0 price:1600
15-53-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_36774377.json
15-55-18 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: Whetstone - Quantity: 400 - Multiplier: 4 - MaxStock: 100 - Health: 0 - Price: 320 - Position: -1 - TradeMode:Sell
15-55-18 | [INFO] Transaction Sell Succeeded:Bunker product:Whetstone quantity:1600 health:0 price:320
15-55-36 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: Hacksaw - Quantity: 2 - Multiplier: 2 - MaxStock: 100 - Health: 0 - Price: 3200 - Position: 1 - TradeMode:Sell
15-55-36 | [INFO] Transaction Sell Succeeded:Bunker product:Hacksaw quantity:4 health:0 price:3200
15-55-39 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: HandSaw - Quantity: 2 - Multiplier: 2 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 40 - TradeMode:Sell
15-55-39 | [INFO] Transaction Sell Succeeded:Bunker product:HandSaw quantity:4 health:0 price:160
15-55-42 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: Lockpick - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 320 - Position: 49 - TradeMode:Sell
15-55-42 | [INFO] Transaction Sell Succeeded:Bunker product:Lockpick quantity:0 health:0 price:320
15-56-15 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: PetrolLighter - Quantity: 20 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 80 - Position: 0 - TradeMode:Sell
15-56-15 | [INFO] Transaction Sell Succeeded:Bunker product:PetrolLighter quantity:20 health:0 price:80
15-56-44 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: NailBox - Quantity: 10 - Multiplier: 10 - MaxStock: 100 - Health: 0 - Price: 400 - Position: 38 - TradeMode:Sell
15-56-44 | [INFO] Transaction Sell Succeeded:Bunker product:NailBox quantity:100 health:0 price:400
15-57-3 | [INFO] TraderID: 2 - Customer: Bunker - ClassName: CodeLock - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1600 - Position: -1 - TradeMode:Sell
15-57-3 | [INFO] Transaction Sell Succeeded:Bunker product:CodeLock quantity:0 health:0 price:1600
15-57-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_36774377.json
15-57-44 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_36774377.json
15-57-55 | [INFO] TraderID: 1 - Customer: Bunker - ClassName: Ammo_FlareGreen - Quantity: 1 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 3 - Position: -1 - TradeMode:Sell
15-57-55 | [INFO] Transaction Sell Succeeded:Bunker product:Ammo_FlareGreen quantity:1 health:0 price:3
15-57-59 | [INFO] TraderID: 1 - Customer: Bunker - ClassName: Ammo_FlareRed - Quantity: 9 - Multiplier: 9 - MaxStock: 500 - Health: 0 - Price: 27 - Position: -1 - TradeMode:Sell
15-57-59 | [INFO] Transaction Sell Succeeded:Bunker product:Ammo_FlareRed quantity:81 health:0 price:27
15-58-4 | [INFO] TraderID: 1 - Customer: Bunker - ClassName: AmmoBox_9x19_25rnd - Quantity: 3 - Multiplier: 3 - MaxStock: 500 - Health: 0 - Price: 150 - Position: 75 - TradeMode:Sell
15-58-4 | [INFO] Transaction Sell Succeeded:Bunker product:AmmoBox_9x19_25rnd quantity:9 health:0 price:150
17-2-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
17-9-55 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
17-22-49 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
17-22-59 | [INFO] TraderID: 8 - Customer: Sarge - ClassName: MetalWire - Quantity: 0 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 1 - Position: 82 - TradeMode:Sell
17-22-59 | [INFO] Transaction Sell Succeeded:Sarge product:MetalWire quantity:0 health:0 price:1
17-25-49 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
17-26-18 | [INFO] TraderID: 8 - Customer: Sarge - ClassName: MetalWire - Quantity: 0 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 1 - Position: 82 - TradeMode:Buy
17-26-18 | [INFO] Transaction Buy Succeeded:Sarge product:MetalWire quantity:0 health:0 price:1
17-26-21 | [INFO] TraderID: 8 - Customer: Sarge - ClassName: NailBox - Quantity: 0 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 1 - Position: 379 - TradeMode:Buy
17-26-21 | [INFO] Transaction Buy Succeeded:Sarge product:NailBox quantity:0 health:0 price:1
17-26-24 | [INFO] TraderID: 8 - Customer: Sarge - ClassName: NailBox - Quantity: 0 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 1 - Position: 379 - TradeMode:Buy
17-26-24 | [INFO] Transaction Buy Succeeded:Sarge product:NailBox quantity:0 health:0 price:1
17-41-14 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
17-41-32 | [INFO] TraderID: 8 - Customer: Sarge - ClassName: CodeLock - Quantity: 0 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 1 - Position: 381 - TradeMode:Buy
17-41-32 | [INFO] Transaction Buy Succeeded:Sarge product:CodeLock quantity:0 health:0 price:1
