Creation Time: 2022_1_8-19-16-8
19-16-8 | [INFO] SafeZoneCore - Started !
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-16-22 | [INFO] obj created: SurvivorM_Boris
19-16-22 | [INFO] TraderPlayer created and added!: 
19-21-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-21-27 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-21-29 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-21-33 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-21-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-21-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-21-55 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-22-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-22-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-22-14 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-22-25 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-25-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-25-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-26-20 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-26-32 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_PL14HQP - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 400 - Position: 126 - TradeMode:Sell
19-26-32 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_PL14HQP quantity:0 health:0 price:400
19-26-45 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUKivaari_Snow_GUN - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 5920 - Position: -1 - TradeMode:Sell
19-26-45 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFUKivaari_Snow_GUN quantity:0 health:0 price:5920
19-27-12 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SG550_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1440 - Position: 275 - TradeMode:Sell
19-27-12 | [INFO] Transaction Sell Succeeded:Trillspectre product:SG550_Mag quantity:0 health:0 price:1440
19-27-36 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-28-20 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-28-38 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: AmmoBox_380_35rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 70 - Position: 98 - TradeMode:Sell
19-28-38 | [INFO] Transaction Sell Succeeded:Trillspectre product:AmmoBox_380_35rnd quantity:0 health:0 price:70
19-28-41 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: AmmoBox_45ACP_25rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 80 - Position: 97 - TradeMode:Sell
19-28-41 | [INFO] Transaction Sell Succeeded:Trillspectre product:AmmoBox_45ACP_25rnd quantity:0 health:0 price:80
19-28-45 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-28-57 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-29-31 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Snafu_ScarH_Snow_GUN - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 4600 - Position: 124 - TradeMode:Buy
19-29-32 | [INFO] Transaction Buy Succeeded:Trillspectre product:Snafu_ScarH_Snow_GUN quantity:0 health:0 price:4600
19-29-51 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-30-16 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUTAR21_Tan - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 3200 - Position: -1 - TradeMode:Sell
19-30-16 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFUTAR21_Tan quantity:0 health:0 price:3200
19-31-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-31-39 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Mag_Deagle_9rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 112 - Position: 12 - TradeMode:Sell
19-31-39 | [INFO] Transaction Sell Succeeded:Trillspectre product:Mag_Deagle_9rnd quantity:0 health:0 price:112
19-31-48 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUAPS_20rdMag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 40 - Position: -1 - TradeMode:Sell
19-31-48 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFUAPS_20rdMag quantity:0 health:0 price:40
19-32-49 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-34-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-34-31 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_308Win - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 160 - Position: 334 - TradeMode:Sell
19-34-31 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_308Win quantity:1600 health:0 price:160
19-34-39 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_357 - Quantity: 3 - Multiplier: 3 - MaxStock: 1000 - Health: 0 - Price: 3 - Position: 118 - TradeMode:Sell
19-34-39 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_357 quantity:9 health:0 price:3
19-34-45 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_380 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 20 - Position: 122 - TradeMode:Sell
19-34-45 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_380 quantity:400 health:0 price:20
19-34-54 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_9x19 - Quantity: 42 - Multiplier: 42 - MaxStock: 1000 - Health: 0 - Price: 42 - Position: 281 - TradeMode:Sell
19-34-54 | [INFO] Transaction Sell Succeeded:Trillspectre product:Ammo_9x19 quantity:1764 health:0 price:42
19-35-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-35-16 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Mass308STANAG - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
19-35-16 | [INFO] Transaction Sell Succeeded:Trillspectre product:Mass308STANAG quantity:0 health:0 price:800
19-35-21 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUHoneyBadger_30rdMag_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
19-35-21 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFUHoneyBadger_30rdMag_Black quantity:0 health:0 price:800
19-35-25 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Mag_CMAG_10Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 320 - Position: 19 - TradeMode:Sell
19-35-25 | [INFO] Transaction Sell Succeeded:Trillspectre product:Mag_CMAG_10Rnd quantity:0 health:0 price:320
19-35-28 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNHK417_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: 271 - TradeMode:Sell
19-35-28 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNHK417_Mag quantity:0 health:0 price:800
19-35-43 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-36-3 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-36-10 | [INFO] TraderID: 3 - Customer: Trillspectre - ClassName: MassLargeMollePouchGreen - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
19-36-10 | [INFO] Transaction Sell Succeeded:Trillspectre product:MassLargeMollePouchGreen quantity:0 health:0 price:800
19-36-55 | [INFO] TraderID: 3 - Customer: Trillspectre - ClassName: Eyepatch - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 80 - Position: -1 - TradeMode:Sell
19-36-55 | [INFO] Transaction Sell Succeeded:Trillspectre product:Eyepatch quantity:0 health:0 price:80
19-37-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-37-28 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_Ammo_300ACC - Quantity: 30 - Multiplier: 30 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 116 - TradeMode:Sell
19-37-28 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_Ammo_300ACC quantity:900 health:0 price:120
19-37-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-38-39 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-38-39 | [INFO] Transaction Buy Succeeded:Trillspectre product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-38-43 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-38-43 | [INFO] Transaction Buy Succeeded:Trillspectre product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-38-45 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-38-45 | [INFO] Transaction Buy Succeeded:Trillspectre product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-39-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-39-40 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: ACOGOptic_6x - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 360 - Position: 338 - TradeMode:Buy
19-39-40 | [INFO] Transaction Buy Succeeded:Trillspectre product:ACOGOptic_6x quantity:0 health:0 price:360
19-39-50 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: Ammo_22 - Quantity: 50 - Multiplier: 50 - MaxStock: 1000 - Health: 0 - Price: 100 - Position: 157 - TradeMode:Buy
19-39-50 | [INFO] Transaction Buy Succeeded:Trillspectre product:Ammo_22 quantity:2500 health:0 price:100
19-40-2 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-40-6 | [INFO] TraderID: 4 - Customer: Trillspectre - ClassName: StartKitIV - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 40 - Position: 2 - TradeMode:Sell
19-40-6 | [INFO] Transaction Sell Succeeded:Trillspectre product:StartKitIV quantity:0 health:0 price:40
19-40-52 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-40-56 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-41-6 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: MassB52 - Quantity: 2 - Multiplier: 2 - MaxStock: 100 - Health: 0 - Price: 2400 - Position: -1 - TradeMode:Sell
19-41-6 | [INFO] Transaction Sell Succeeded:tacoslut product:MassB52 quantity:4 health:0 price:2400
19-41-21 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_MP5_30Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 480 - Position: 5 - TradeMode:Sell
19-41-21 | [INFO] Transaction Sell Succeeded:tacoslut product:Mag_MP5_30Rnd quantity:0 health:0 price:480
19-41-24 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Mag_CMAG_10Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 320 - Position: 19 - TradeMode:Sell
19-41-24 | [INFO] Transaction Sell Succeeded:tacoslut product:Mag_CMAG_10Rnd quantity:0 health:0 price:320
19-41-29 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_545x39 - Quantity: 14 - Multiplier: 14 - MaxStock: 1000 - Health: 0 - Price: 42 - Position: 192 - TradeMode:Sell
19-41-29 | [INFO] Transaction Sell Succeeded:tacoslut product:Ammo_545x39 quantity:196 health:0 price:42
19-41-40 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: M18SmokeGrenade_Yellow - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 164 - TradeMode:Sell
19-41-40 | [INFO] Transaction Sell Succeeded:tacoslut product:M18SmokeGrenade_Yellow quantity:0 health:0 price:160
19-41-43 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: stielhandgranate_Mung - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 123 - TradeMode:Sell
19-41-43 | [INFO] Transaction Sell Succeeded:tacoslut product:stielhandgranate_Mung quantity:0 health:0 price:240
19-41-45 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: M18SmokeGrenade_Red - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
19-41-45 | [INFO] Transaction Sell Succeeded:tacoslut product:M18SmokeGrenade_Red quantity:0 health:0 price:160
19-42-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-42-19 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: MassUKAssVestWinter - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: -1 - TradeMode:Sell
19-42-19 | [INFO] Transaction Sell Succeeded:tacoslut product:MassUKAssVestWinter quantity:0 health:0 price:200
19-42-24 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: GhillieHood_Mossy - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
19-42-24 | [INFO] Transaction Sell Succeeded:tacoslut product:GhillieHood_Mossy quantity:0 health:0 price:160
19-42-29 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: rifleholster_tan_mung - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 136 - Position: -1 - TradeMode:Sell
19-42-29 | [INFO] Transaction Sell Succeeded:tacoslut product:rifleholster_tan_mung quantity:0 health:0 price:136
19-42-32 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: MassSlingBag - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 368 - Position: 77 - TradeMode:Sell
19-42-32 | [INFO] Transaction Sell Succeeded:tacoslut product:MassSlingBag quantity:0 health:0 price:368
19-43-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-44-56 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-45-30 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_Saint_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1000 - Position: 283 - TradeMode:Buy
19-45-30 | [INFO] Transaction Buy Succeeded:Trillspectre product:SNAFU_Saint_Mag quantity:0 health:0 price:1000
19-45-43 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUAR15_SPR_SQSIL - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 600 - Position: 175 - TradeMode:Buy
19-45-43 | [INFO] Transaction Buy Succeeded:Trillspectre product:SNAFUAR15_SPR_SQSIL quantity:0 health:0 price:600
19-45-49 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-46-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-46-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-46-7 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: MassM110 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 2800 - Position: -1 - TradeMode:Sell
19-46-7 | [INFO] Transaction Sell Succeeded:tacoslut product:MassM110 quantity:0 health:0 price:2800
19-46-10 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFU_Saint_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 800 - Position: -1 - TradeMode:Sell
19-46-11 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFU_Saint_Mag quantity:0 health:0 price:800
19-46-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-46-57 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-47-23 | [INFO] TraderID: 2 - Customer: Trillspectre - ClassName: WeaponCleaningKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 14 - TradeMode:Buy
19-47-23 | [INFO] Transaction Buy Succeeded:Trillspectre product:WeaponCleaningKit quantity:100 health:0 price:200
19-47-34 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
19-47-49 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-48-31 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-48-36 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
19-48-41 | [INFO] TraderID: 2 - Customer: tacoslut - ClassName: WeaponCleaningKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 14 - TradeMode:Buy
19-48-41 | [INFO] Transaction Buy Succeeded:tacoslut product:WeaponCleaningKit quantity:100 health:0 price:200
19-49-30 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-49-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-50-3 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-50-9 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Snafu_PKP_NBlack_GUN - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 9600 - Position: -1 - TradeMode:Sell
19-50-9 | [INFO] Transaction Sell Succeeded:Sarge product:Snafu_PKP_NBlack_GUN quantity:0 health:0 price:9600
19-51-39 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-51-54 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-51-54 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-51-56 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-51-56 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-51-58 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-51-58 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-0 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_9x39AP_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 32 - Position: 87 - TradeMode:Sell
19-52-0 | [INFO] Transaction Sell Succeeded:Sarge product:AmmoBox_9x39AP_20Rnd quantity:0 health:0 price:32
19-52-3 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_45ACP - Quantity: 8 - Multiplier: 8 - MaxStock: 1000 - Health: 0 - Price: 24 - Position: 160 - TradeMode:Sell
19-52-3 | [INFO] Transaction Sell Succeeded:Sarge product:Ammo_45ACP quantity:64 health:0 price:24
19-52-6 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_762x39 - Quantity: 5 - Multiplier: 5 - MaxStock: 1000 - Health: 0 - Price: 15 - Position: 117 - TradeMode:Sell
19-52-6 | [INFO] Transaction Sell Succeeded:Sarge product:Ammo_762x39 quantity:25 health:0 price:15
19-52-13 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-52-13 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-16 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-52-16 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-18 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
