Creation Time: 2022_1_8-19-16-8
19-16-8 | [INFO] SafeZoneCore - Started !
19-52-18 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-19 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-52-19 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-21 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-52-21 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-22 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-52-22 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-52-24 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_308Win - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 332 - TradeMode:Buy
19-52-24 | [INFO] Transaction Buy Succeeded:Sarge product:Ammo_308Win quantity:400 health:0 price:120
19-53-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-53-29 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-53-29 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-53-30 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-53-30 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-53-31 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-53-31 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-53-32 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-53-32 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-53-34 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-53-34 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-53-35 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308Win_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 100 - TradeMode:Buy
19-53-35 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308Win_20Rnd quantity:0 health:0 price:120
19-53-38 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308WinTracer_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 101 - TradeMode:Buy
19-53-38 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308WinTracer_20Rnd quantity:0 health:0 price:120
19-53-39 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308WinTracer_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 101 - TradeMode:Buy
19-53-39 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308WinTracer_20Rnd quantity:0 health:0 price:120
19-53-40 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308WinTracer_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 101 - TradeMode:Buy
19-53-40 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308WinTracer_20Rnd quantity:0 health:0 price:120
19-53-41 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308WinTracer_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 101 - TradeMode:Buy
19-53-41 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308WinTracer_20Rnd quantity:0 health:0 price:120
19-53-42 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AmmoBox_308WinTracer_20Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 120 - Position: 101 - TradeMode:Buy
19-53-42 | [INFO] Transaction Buy Succeeded:Sarge product:AmmoBox_308WinTracer_20Rnd quantity:0 health:0 price:120
19-54-33 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-55-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-55-15 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: Shovel - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 50 - TradeMode:Buy
19-55-15 | [INFO] Transaction Buy Succeeded:Sarge product:Shovel quantity:0 health:0 price:200
19-55-19 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: Whetstone - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 11 - TradeMode:Buy
19-55-19 | [INFO] Transaction Buy Succeeded:Sarge product:Whetstone quantity:100 health:0 price:100
19-55-21 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: Whetstone - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 11 - TradeMode:Buy
19-55-21 | [INFO] Transaction Buy Succeeded:Sarge product:Whetstone quantity:100 health:0 price:100
19-55-23 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: SewingKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 16 - TradeMode:Buy
19-55-23 | [INFO] Transaction Buy Succeeded:Sarge product:SewingKit quantity:100 health:0 price:100
19-55-24 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: SewingKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 16 - TradeMode:Buy
19-55-24 | [INFO] Transaction Buy Succeeded:Sarge product:SewingKit quantity:100 health:0 price:100
19-55-26 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: WeaponCleaningKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 14 - TradeMode:Buy
19-55-26 | [INFO] Transaction Buy Succeeded:Sarge product:WeaponCleaningKit quantity:100 health:0 price:200
19-55-27 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: WeaponCleaningKit - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 14 - TradeMode:Buy
19-55-27 | [INFO] Transaction Buy Succeeded:Sarge product:WeaponCleaningKit quantity:100 health:0 price:200
19-55-29 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: DuctTape - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 13 - TradeMode:Buy
19-55-29 | [INFO] Transaction Buy Succeeded:Sarge product:DuctTape quantity:100 health:0 price:200
19-55-30 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: DuctTape - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 13 - TradeMode:Buy
19-55-30 | [INFO] Transaction Buy Succeeded:Sarge product:DuctTape quantity:100 health:0 price:200
19-55-42 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: BBP_Mortar_Mix - Quantity: 4 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 6 - TradeMode:Buy
19-55-42 | [INFO] Transaction Buy Succeeded:Sarge product:BBP_Mortar_Mix quantity:4 health:0 price:200
19-55-46 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: BBP_Mortar_Mix - Quantity: 4 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 6 - TradeMode:Buy
19-55-46 | [INFO] Transaction Buy Succeeded:Sarge product:BBP_Mortar_Mix quantity:4 health:0 price:200
19-55-48 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: BBP_Mortar_Mix - Quantity: 4 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 6 - TradeMode:Buy
19-55-48 | [INFO] Transaction Buy Succeeded:Sarge product:BBP_Mortar_Mix quantity:4 health:0 price:200
19-56-7 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-56-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-56-45 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: MassCUUquiltedJacket - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 120 - Position: -1 - TradeMode:Sell
19-56-45 | [INFO] Transaction Sell Succeeded:Sarge product:MassCUUquiltedJacket quantity:0 health:0 price:120
19-56-52 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: jaakari_brown_mung - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 592 - Position: -1 - TradeMode:Sell
19-56-52 | [INFO] Transaction Sell Succeeded:Sarge product:jaakari_brown_mung quantity:0 health:0 price:592
19-57-11 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-57-17 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: MasscamoTaloon1 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 352 - Position: -1 - TradeMode:Sell
19-57-17 | [INFO] Transaction Sell Succeeded:Sarge product:MasscamoTaloon1 quantity:0 health:0 price:352
19-57-25 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
19-57-34 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: Eyepatch - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 101 - TradeMode:Buy
19-57-34 | [INFO] Transaction Buy Succeeded:Sarge product:Eyepatch quantity:0 health:0 price:100
19-57-39 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: MVS_Facemask_OD - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 100 - Position: 8 - TradeMode:Buy
19-57-39 | [INFO] Transaction Buy Succeeded:Sarge product:MVS_Facemask_OD quantity:0 health:0 price:100
19-59-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-0-24 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-0-32 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: GhillieAtt_Mossy - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
20-0-32 | [INFO] Transaction Sell Succeeded:Sarge product:GhillieAtt_Mossy quantity:0 health:0 price:160
20-1-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-1-15 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: MVS_Balaclava_Tan - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
20-1-15 | [INFO] Transaction Sell Succeeded:Sarge product:MVS_Balaclava_Tan quantity:0 health:0 price:160
20-1-25 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-1-30 | [INFO] TraderID: 0 - Customer: Sarge - ClassName: ZagorkyPeanuts - Quantity: 300 - Multiplier: 3 - MaxStock: -1 - Health: 0 - Price: 24 - Position: -1 - TradeMode:Sell
20-1-30 | [INFO] Transaction Sell Succeeded:Sarge product:ZagorkyPeanuts quantity:900 health:0 price:24
20-1-33 | [INFO] TraderID: 0 - Customer: Sarge - ClassName: CatFoodCan - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 16 - Position: 3 - TradeMode:Sell
20-1-33 | [INFO] Transaction Sell Succeeded:Sarge product:CatFoodCan quantity:0 health:0 price:16
20-1-40 | [INFO] TraderID: 0 - Customer: Sarge - ClassName: TraderPlus_Money_Euro500 - Quantity: 50 - Multiplier: 50 - MaxStock: -1 - Health: 0 - Price: 25000 - Position: -1 - TradeMode:Buy
20-1-40 | [INFO] Transaction Buy Succeeded:Sarge product:TraderPlus_Money_Euro500 quantity:2500 health:0 price:25000
20-1-42 | [INFO] TraderID: 0 - Customer: Sarge - ClassName: TraderPlus_Money_Euro500 - Quantity: 50 - Multiplier: 50 - MaxStock: -1 - Health: 0 - Price: 25000 - Position: -1 - TradeMode:Buy
20-1-42 | [INFO] Transaction Buy Succeeded:Sarge product:TraderPlus_Money_Euro500 quantity:2500 health:0 price:25000
20-3-43 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-3-55 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: MassG18Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 80 - Position: -1 - TradeMode:Sell
20-3-55 | [INFO] Transaction Sell Succeeded:Sarge product:MassG18Mag quantity:0 health:0 price:80
20-3-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-4-4 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_9x19 - Quantity: 30 - Multiplier: 30 - MaxStock: 1000 - Health: 0 - Price: 30 - Position: 280 - TradeMode:Sell
20-4-4 | [INFO] Transaction Sell Succeeded:Sarge product:Ammo_9x19 quantity:900 health:0 price:30
20-4-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-4-17 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: Flashlight - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 64 - Position: 30 - TradeMode:Sell
20-4-17 | [INFO] Transaction Sell Succeeded:Sarge product:Flashlight quantity:0 health:0 price:64
20-4-19 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: Chemlight_Red - Quantity: 100 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 8 - Position: -1 - TradeMode:Sell
20-4-19 | [INFO] Transaction Sell Succeeded:Sarge product:Chemlight_Red quantity:100 health:0 price:8
20-7-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-7-34 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-7-48 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-16-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-17-7 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: Ssh68Helmet - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
20-17-7 | [INFO] Transaction Sell Succeeded:Sarge product:Ssh68Helmet quantity:0 health:0 price:160
20-17-33 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: MassTropicamPants - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 68 - TradeMode:Sell
20-17-33 | [INFO] Transaction Sell Succeeded:Sarge product:MassTropicamPants quantity:0 health:0 price:160
20-17-45 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: GhillieSuit_Woodland - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 480 - Position: -1 - TradeMode:Sell
20-17-45 | [INFO] Transaction Sell Succeeded:Sarge product:GhillieSuit_Woodland quantity:0 health:0 price:480
20-17-48 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: GhillieBushrag_Mossy - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: -1 - TradeMode:Sell
20-17-48 | [INFO] Transaction Sell Succeeded:Sarge product:GhillieBushrag_Mossy quantity:0 health:0 price:240
20-17-53 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: CoyoteBag_Brown - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 536 - Position: 45 - TradeMode:Sell
20-17-53 | [INFO] Transaction Sell Succeeded:Sarge product:CoyoteBag_Brown quantity:0 health:0 price:536
20-17-56 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: bag_6B38_LETO_mung - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 792 - Position: -1 - TradeMode:Sell
20-17-56 | [INFO] Transaction Sell Succeeded:Sarge product:bag_6B38_LETO_mung quantity:0 health:0 price:792
20-18-12 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-18-25 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: AK_WoodBttstck - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: -1 - TradeMode:Sell
20-18-25 | [INFO] Transaction Sell Succeeded:Sarge product:AK_WoodBttstck quantity:0 health:0 price:240
20-20-27 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-20-37 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: Flashlight - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 64 - Position: 30 - TradeMode:Sell
20-20-37 | [INFO] Transaction Sell Succeeded:Sarge product:Flashlight quantity:0 health:0 price:64
20-20-49 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: AMS_WaterStraw - Quantity: 40000 - Multiplier: 4 - MaxStock: 100 - Health: 0 - Price: 320 - Position: -1 - TradeMode:Sell
20-20-49 | [INFO] Transaction Sell Succeeded:Sarge product:AMS_WaterStraw quantity:160000 health:0 price:320
20-20-52 | [INFO] TraderID: 2 - Customer: Sarge - ClassName: AMS_Whistle - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 40 - Position: -1 - TradeMode:Sell
20-20-52 | [INFO] Transaction Sell Succeeded:Sarge product:AMS_Whistle quantity:0 health:0 price:40
20-21-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-21-17 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: GCGN_Vityaz_Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 600 - Position: 141 - TradeMode:Sell
20-21-17 | [INFO] Transaction Sell Succeeded:Sarge product:GCGN_Vityaz_Mag quantity:0 health:0 price:600
20-21-22 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: Ammo_45ACP - Quantity: 11 - Multiplier: 11 - MaxStock: 1000 - Health: 0 - Price: 33 - Position: 160 - TradeMode:Sell
20-21-22 | [INFO] Transaction Sell Succeeded:Sarge product:Ammo_45ACP quantity:121 health:0 price:33
20-21-26 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: M18SmokeGrenade_Yellow - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 164 - TradeMode:Sell
20-21-26 | [INFO] Transaction Sell Succeeded:Sarge product:M18SmokeGrenade_Yellow quantity:0 health:0 price:160
20-21-29 | [INFO] TraderID: 1 - Customer: Sarge - ClassName: M18SmokeGrenade_Green - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 165 - TradeMode:Sell
20-21-29 | [INFO] Transaction Sell Succeeded:Sarge product:M18SmokeGrenade_Green quantity:0 health:0 price:160
20-21-56 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-22-26 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-23-12 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_34611550.json
20-23-18 | [INFO] TraderID: 3 - Customer: Sarge - ClassName: MassMandrakebottom - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 120 - Position: -1 - TradeMode:Sell
20-23-18 | [INFO] Transaction Sell Succeeded:Sarge product:MassMandrakebottom quantity:0 health:0 price:120
21-7-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-7-17 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SN_M9 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 320 - Position: -1 - TradeMode:Sell
21-7-17 | [INFO] Transaction Sell Succeeded:tacoslut product:SN_M9 quantity:0 health:0 price:320
21-7-24 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFU_LVOA556_GUN - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 2800 - Position: -1 - TradeMode:Sell
21-7-24 | [INFO] Transaction Sell Succeeded:tacoslut product:SNAFU_LVOA556_GUN quantity:0 health:0 price:2800
21-7-30 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: AK_RailHndgrd - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 261 - TradeMode:Sell
21-7-30 | [INFO] Transaction Sell Succeeded:tacoslut product:AK_RailHndgrd quantity:0 health:0 price:240
21-7-37 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: ReflexOptic - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 325 - TradeMode:Sell
21-7-37 | [INFO] Transaction Sell Succeeded:tacoslut product:ReflexOptic quantity:0 health:0 price:160
21-7-45 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_12gaPellets - Quantity: 10 - Multiplier: 10 - MaxStock: 1000 - Health: 0 - Price: 40 - Position: -1 - TradeMode:Sell
21-7-45 | [INFO] Transaction Sell Succeeded:tacoslut product:Ammo_12gaPellets quantity:100 health:0 price:40
21-7-48 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: AmmoBox_9x19_25rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 500 - Health: 0 - Price: 50 - Position: 88 - TradeMode:Sell
21-7-48 | [INFO] Transaction Sell Succeeded:tacoslut product:AmmoBox_9x19_25rnd quantity:0 health:0 price:50
21-7-52 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_45ACP - Quantity: 7 - Multiplier: 7 - MaxStock: 1000 - Health: 0 - Price: 21 - Position: 160 - TradeMode:Sell
21-7-52 | [INFO] Transaction Sell Succeeded:tacoslut product:Ammo_45ACP quantity:49 health:0 price:21
21-7-58 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: Ammo_9x19 - Quantity: 19 - Multiplier: 19 - MaxStock: 1000 - Health: 0 - Price: 19 - Position: 280 - TradeMode:Sell
21-7-58 | [INFO] Transaction Sell Succeeded:tacoslut product:Ammo_9x19 quantity:361 health:0 price:19
21-8-4 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: FlashGrenade - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 292 - TradeMode:Sell
21-8-4 | [INFO] Transaction Sell Succeeded:tacoslut product:FlashGrenade quantity:0 health:0 price:160
21-8-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-8-22 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFUT5000_Snow_GUN - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 6080 - Position: 170 - TradeMode:Sell
21-8-22 | [INFO] Transaction Sell Succeeded:tacoslut product:SNAFUT5000_Snow_GUN quantity:0 health:0 price:6080
21-8-35 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-8-40 | [INFO] TraderID: 1 - Customer: tacoslut - ClassName: SNAFUGevar_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 5920 - Position: 129 - TradeMode:Sell
21-8-40 | [INFO] Transaction Sell Succeeded:tacoslut product:SNAFUGevar_Black quantity:0 health:0 price:5920
21-10-14 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-10-26 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: MVS_Balaclava_Tan - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 108 - TradeMode:Buy
21-10-26 | [INFO] Transaction Buy Succeeded:tacoslut product:MVS_Balaclava_Tan quantity:0 health:0 price:200
21-10-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_455373775.json
21-10-46 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_37362182.json
21-10-48 | [INFO] TraderID: 3 - Customer: tacoslut - ClassName: BalaclavaMask_Blue - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 80 - Position: -1 - TradeMode:Sell
21-10-48 | [INFO] Transaction Sell Succeeded:tacoslut product:BalaclavaMask_Blue quantity:0 health:0 price:80
21-10-58 | [INFO] TraderID: 1 - Customer: Trillspectre - ClassName: SNAFUSRSA2 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 5920 - Position: -1 - TradeMode:Sell
21-10-58 | [INFO] Transaction Sell Succeeded:Trillspectre product:SNAFUSRSA2 quantity:0 health:0 price:5920
