Creation Time: 2022_1_19-19-39-1
19-39-1 | [INFO] SafeZoneCore - Started !
19-50-18 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_AR15SPRBK - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 2800 - Position: 121 - TradeMode:Sell
19-50-18 | [INFO] Transaction Sell Succeeded:Viper product:SNAFU_AR15SPRBK quantity:0 health:0 price:2800
19-51-30 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-51-36 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-51-53 | [INFO] TraderID: 1 - Customer: Viper - ClassName: MassHolo - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1400 - Position: 505 - TradeMode:Buy
19-51-53 | [INFO] Transaction Buy Succeeded:Viper product:MassHolo quantity:0 health:0 price:1400
19-53-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-53-32 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-54-12 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-54-33 | [INFO] TraderID: 1 - Customer: Viper - ClassName: MassHolo2 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 1800 - Position: 161 - TradeMode:Buy
19-54-33 | [INFO] Transaction Buy Succeeded:Viper product:MassHolo2 quantity:0 health:0 price:1800
19-55-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-56-9 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFUHoneyBadger_30rdMag_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1000 - Position: 489 - TradeMode:Buy
19-56-9 | [INFO] Transaction Buy Succeeded:Viper product:SNAFUHoneyBadger_30rdMag_Black quantity:0 health:0 price:1000
19-56-11 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFUHoneyBadger_30rdMag_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1000 - Position: 489 - TradeMode:Buy
19-56-11 | [INFO] Transaction Buy Succeeded:Viper product:SNAFUHoneyBadger_30rdMag_Black quantity:0 health:0 price:1000
19-56-20 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_CMAG60300_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1600 - Position: 157 - TradeMode:Buy
19-56-20 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_CMAG60300_Black quantity:0 health:0 price:1600
19-56-30 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-30 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-56-42 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-42 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-56-44 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-45 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-56-47 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-47 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-56-50 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-50 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-56-52 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-52 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-56-55 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-56-55 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-57-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-57-42 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_CMAG60300_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1600 - Position: 157 - TradeMode:Buy
19-57-42 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_CMAG60300_Black quantity:0 health:0 price:1600
19-58-16 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_CMAG60300_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1600 - Position: 157 - TradeMode:Buy
19-58-16 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_CMAG60300_Black quantity:0 health:0 price:1600
19-58-18 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_CMAG60300_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1600 - Position: 157 - TradeMode:Buy
19-58-18 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_CMAG60300_Black quantity:0 health:0 price:1600
19-58-20 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_CMAG60300_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1600 - Position: 157 - TradeMode:Buy
19-58-20 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_CMAG60300_Black quantity:0 health:0 price:1600
19-59-9 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
19-59-52 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-59-52 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
19-59-54 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
19-59-54 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
20-7-9 | [INFO] TraderID: 1 - Customer: Viper - ClassName: M68Optic - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 30 - TradeMode:Buy
20-7-9 | [INFO] Transaction Buy Succeeded:Viper product:M68Optic quantity:0 health:0 price:200
20-7-17 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-17 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-21 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-21 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-24 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-24 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-27 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-27 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-31 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-31 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-34 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-34 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-36 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-36 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-40 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-40 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-42 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-42 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-45 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-45 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-48 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-48 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-51 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-51 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-54 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-54 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-7-57 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-7-57 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-8-0 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-8-0 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-8-3 | [INFO] TraderID: 1 - Customer: Viper - ClassName: SNAFU_Ammo_300ACC - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 240 - Position: 385 - TradeMode:Buy
20-8-3 | [INFO] Transaction Buy Succeeded:Viper product:SNAFU_Ammo_300ACC quantity:1600 health:0 price:240
20-10-12 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
20-10-28 | [INFO] TraderID: 3 - Customer: Viper - ClassName: HighCapacityVest_Black - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 300 - Position: 172 - TradeMode:Buy
20-10-28 | [INFO] Transaction Buy Succeeded:Viper product:HighCapacityVest_Black quantity:0 health:0 price:300
20-10-32 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
20-11-58 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_105471341.json
20-39-44 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-40-3 | [INFO] TraderID: 2 - Customer: DEADGOaT - ClassName: Megaphone - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: 36 - TradeMode:Sell
20-40-3 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Megaphone quantity:0 health:0 price:160
20-40-27 | [INFO] TraderID: 2 - Customer: DEADGOaT - ClassName: WoodAxe - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 160 - Position: -1 - TradeMode:Sell
20-40-27 | [INFO] Transaction Sell Succeeded:DEADGOaT product:WoodAxe quantity:0 health:0 price:160
20-40-33 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-40-43 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Mag_Saiga_8Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 480 - Position: 321 - TradeMode:Sell
20-40-43 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Mag_Saiga_8Rnd quantity:0 health:0 price:480
20-40-49 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: M4_CarryHandleOptic - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 80 - Position: 39 - TradeMode:Sell
20-40-49 | [INFO] Transaction Sell Succeeded:DEADGOaT product:M4_CarryHandleOptic quantity:0 health:0 price:80
20-40-58 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: AK74_Hndgrd - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 72 - TradeMode:Sell
20-40-58 | [INFO] Transaction Sell Succeeded:DEADGOaT product:AK74_Hndgrd quantity:0 health:0 price:240
20-41-4 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: M4_OEBttstck - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 36 - TradeMode:Sell
20-41-4 | [INFO] Transaction Sell Succeeded:DEADGOaT product:M4_OEBttstck quantity:0 health:0 price:240
20-41-7 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: AK_PlasticBttstck - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 280 - TradeMode:Sell
20-41-7 | [INFO] Transaction Sell Succeeded:DEADGOaT product:AK_PlasticBttstck quantity:0 health:0 price:240
20-41-37 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-41-48 | [INFO] TraderID: 3 - Customer: DEADGOaT - ClassName: GhillieBushrag_Woodland - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 240 - Position: 95 - TradeMode:Sell
20-41-48 | [INFO] Transaction Sell Succeeded:DEADGOaT product:GhillieBushrag_Woodland quantity:0 health:0 price:240
20-41-53 | [INFO] TraderID: 3 - Customer: DEADGOaT - ClassName: MassSM90WTop - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 200 - Position: 50 - TradeMode:Sell
20-41-53 | [INFO] Transaction Sell Succeeded:DEADGOaT product:MassSM90WTop quantity:0 health:0 price:200
20-42-44 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-42-49 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-42-53 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-43-11 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-43-11 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-43-15 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-43-15 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-43-19 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_545x39 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 134 - TradeMode:Buy
20-43-19 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Ammo_545x39 quantity:400 health:0 price:80
20-43-40 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Mag_AK74_45Rnd - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 1000 - Position: 23 - TradeMode:Buy
20-43-40 | [INFO] Transaction Buy Succeeded:DEADGOaT product:Mag_AK74_45Rnd quantity:0 health:0 price:1000
20-45-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-45-32 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: MassG18Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 80 - Position: 257 - TradeMode:Sell
20-45-32 | [INFO] Transaction Sell Succeeded:DEADGOaT product:MassG18Mag quantity:0 health:0 price:80
20-45-35 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: MassG18Mag - Quantity: 0 - Multiplier: 1 - MaxStock: 250 - Health: 0 - Price: 80 - Position: 257 - TradeMode:Sell
20-45-35 | [INFO] Transaction Sell Succeeded:DEADGOaT product:MassG18Mag quantity:0 health:0 price:80
20-45-43 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: FNX45 - Quantity: 0 - Multiplier: 1 - MaxStock: 100 - Health: 0 - Price: 400 - Position: 154 - TradeMode:Buy
20-45-43 | [INFO] Transaction Buy Succeeded:DEADGOaT product:FNX45 quantity:0 health:0 price:400
20-48-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-48-12 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_12gaPellets - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 260 - TradeMode:Sell
20-48-12 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_12gaPellets quantity:1 health:0 price:4
20-48-14 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_12gaPellets - Quantity: 1 - Multiplier: 1 - MaxStock: 1000 - Health: 0 - Price: 4 - Position: 260 - TradeMode:Sell
20-48-14 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_12gaPellets quantity:1 health:0 price:4
20-48-21 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: GCGN_Ammo_50Cal - Quantity: 10 - Multiplier: 10 - MaxStock: 1000 - Health: 0 - Price: 80 - Position: 447 - TradeMode:Sell
20-48-21 | [INFO] Transaction Sell Succeeded:DEADGOaT product:GCGN_Ammo_50Cal quantity:100 health:0 price:80
20-48-27 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_556x45 - Quantity: 40 - Multiplier: 40 - MaxStock: 1000 - Health: 0 - Price: 120 - Position: 469 - TradeMode:Sell
20-48-27 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_556x45 quantity:1600 health:0 price:120
20-48-42 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusGarageDatabase\Garage_209468752.json
20-48-52 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_556x45 - Quantity: 50 - Multiplier: 50 - MaxStock: 1000 - Health: 0 - Price: 150 - Position: 469 - TradeMode:Sell
20-48-52 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_556x45 quantity:2500 health:0 price:150
20-49-0 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_556x45 - Quantity: 50 - Multiplier: 50 - MaxStock: 1000 - Health: 0 - Price: 150 - Position: 469 - TradeMode:Sell
20-49-0 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_556x45 quantity:2500 health:0 price:150
20-49-5 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_556x45 - Quantity: 50 - Multiplier: 50 - MaxStock: 1000 - Health: 0 - Price: 150 - Position: 469 - TradeMode:Sell
20-49-5 | [INFO] Transaction Sell Succeeded:DEADGOaT product:Ammo_556x45 quantity:2500 health:0 price:150
20-49-8 | [INFO] TraderID: 1 - Customer: DEADGOaT - ClassName: Ammo_556x45 - Quantity: 20 - Multiplier: 20 - MaxStock: 1000 - Health: 0 - Price: 60 - Position: 469 - TradeMode:Sell
